code,name,industry,board,is_stage1,label,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,financial_pass,financial_score,is_transition,is_base_transition,is_high_quality_transition,stage2_core_count,transition_details,market_cap_cny,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason,ma200_change_pct,vol_contraction_ratio,range_pct,pct_off_ma200,scanned_at
000792,盐湖股份,C 制造业,深圳主板,True,基础过渡态,2026-06-12,31.7,34.83,32.33,29.41,41.6,15.72,101.65,-23.8,-6.46,23.68,4899139683.0,156143164.0,144.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 30.4, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [12.08, 14.77, 30.4], 'vcp_vols': [131759303.0, 109667829.8, 100512769.96], 'vcp_resistance': 40.4}",False,7,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,中报,2026-08-31,"[6.34, 2.43, 106.22]","[42.35, 82.06, 176.89]","[43.53, 57.72, 54.26]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+7.8%）; 成交量萎缩; 价格波动收窄; Stage1末期→即将进入Stage2,4.47,0.84,23.38,7.79,2026-06-14 15:14:02
002154,报 喜 鸟,C 制造业,深圳主板,True,高质量过渡态,2026-06-12,3.94,3.88,3.84,3.84,4.82,3.36,17.26,-18.26,-9.84,0.25,99059565.0,25505526.0,141.63,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '柄部周期异常(22天)，标准1-4周'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,13,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[-1.59, 0.31, 10.46]","[-43.53, -32.62, 37.64]","[7.02, 6.78, 16.5]",SEPA Stage 1: MA200 走平; 贴近MA200（+2.7%）; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,0.95,1.0,15.96,2.67,2026-06-14 15:14:02
002128,电投能源,B 采矿业,深圳主板,True,高质量过渡态,2026-06-12,27.75,30.38,28.52,26.73,33.92,17.34,60.03,-18.19,-5.32,6.65,824312971.0,29051598.0,141.37,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 13.79, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [13.46, 15.15, 12.21, 13.79], 'vcp_vols': [39000761.0, 20640036.14, 16838910.75, 21120387.9], 'vcp_resistance': 32.19}",True,10,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[2.72, 0.86, 11.62]","[-1.33, 11.22, 49.48]","[22.09, 21.68, 31.0]",SEPA Stage 1: MA200 走平; 贴近MA200（+3.8%）; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,3.93,0.95,18.74,3.82,2026-06-14 15:14:02
002774,快意电梯,C 制造业,深圳主板,True,基础过渡态,2026-06-12,10.88,11.57,10.77,10.65,16.05,8.0,36.0,-32.21,-12.61,26.07,52945368.0,4838600.0,141.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 16.56, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [25.84, 7.9, 12.71, 16.56], 'vcp_vols': [24536853.33, 5691464.1, 7271073.33, 7913323.14], 'vcp_resistance': 12.92}",False,0,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[-14.82, -7.72, -2.76]","[-38.86, -45.67, -120.11]","[5.48, 4.93, -0.87]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+2.2%）; 成交量萎缩; 价格波动收窄; Stage1末期→即将进入Stage2,1.65,0.75,22.71,2.15,2026-06-14 15:14:02
002460,赣锋锂业,C 制造业,深圳主板,True,高质量过渡态,2026-06-12,71.16,78.52,71.08,66.09,91.67,29.78,138.95,-22.37,-8.84,12.36,5831443932.0,82247986.0,136.97,"{'corrected_25pct': True, 'ma200_flattening': False, 'near_ma200': True, 'volume_contracting': True, 'tight_range': False, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 31.37, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [15.4, 13.21, 9.52, 31.37], 'vcp_vols': [59838195.43, 42004242.73, 81642196.0, 55702391.29], 'vcp_resistance': 91.45}",True,8,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': False, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[5.02, 22.08, 143.81]",[-157.49],"[-2.84, 5.47, 20.9]",SEPA Stage 1: 从高点回调 ≥20%; 贴近MA200（+7.7%）; 成交量萎缩; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,5.52,0.84,32.2,7.67,2026-06-14 15:14:02
002266,浙富控股,N 公共环保,深圳主板,True,高质量过渡态,2026-06-12,4.79,4.83,4.57,4.41,5.8,2.97,61.28,-17.41,-8.41,20.96,428359530.0,90003810.0,132.99,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': False, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 19.18, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [22.39, 19.18], 'vcp_vols': [91430195.96, 110601962.73], 'vcp_resistance': 5.58}",True,15,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[5.88, 11.01, 25.22]","[0.7, 16.92, 114.82]","[4.92, 5.08, 9.99]",SEPA Stage 1: MA200 走平; 成交量萎缩; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,3.29,0.71,25.68,8.61,2026-06-14 15:14:02
000551,创元科技,C 制造业,深圳主板,True,高质量过渡态,2026-06-12,14.89,15.36,14.04,13.43,18.35,9.84,51.32,-18.86,-12.87,34.51,298457595.0,19975721.0,130.93,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': True, 'vcp_tight_range': 18.55, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [25.81, 18.55], 'vcp_vols': [33769932.54, 18405753.36], 'vcp_resistance': 17.74}",True,15,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[-6.96, 0.69, 3.26]","[-1.05, 13.3, 36.0]","[10.33, 10.2, 12.86]",SEPA Stage 1: MA200 走平; 成交量萎缩; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,3.68,0.67,27.11,10.91,2026-06-14 15:14:02
002025,航天电器,C 制造业,深圳主板,True,高质量过渡态,2026-06-12,64.05,70.89,57.53,55.49,83.63,40.08,59.81,-23.41,-7.72,40.09,1717410384.0,25817181.0,128.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 22.19, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [29.5, 15.9, 22.19], 'vcp_vols': [24854327.39, 35130659.12, 24219537.0], 'vcp_resistance': 76.7}",True,8,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[8.87, 15.82, 10.09]","[-61.56, -41.77, 12.66]","[4.13, 4.04, 4.35]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,3.09,0.81,35.99,15.43,2026-06-14 15:14:02
002493,荣盛石化,C 制造业,深圳主板,True,纯筑底股,2026-06-12,11.34,12.06,11.92,11.34,16.24,7.96,42.46,-30.17,-12.23,21.28,948293911.0,85546809.0,128.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 22.27, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [29.53, 8.9, 22.27], 'vcp_vols': [90389966.12, 54503948.75, 54407099.96], 'vcp_resistance': 13.83}",True,10,False,False,False,6,{'stage2_core_count': 6},0,中报,2026-08-31,"[-7.09, -5.47, -19.13]","[45.64, 52.86, 307.03]","[1.15, 1.05, 8.27]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+0.0%）; 成交量萎缩; 价格波动收窄; 业绩加速,2.11,0.8,22.95,0.04,2026-06-14 15:14:02
002386,天原股份,C 制造业,深圳主板,True,纯筑底股,2026-06-12,5.81,6.23,5.97,5.79,7.44,4.48,29.69,-21.91,-10.06,7.79,164236307.0,28492161.0,128.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,10,False,False,False,6,{'stage2_core_count': 6},0,中报,2026-08-31,"[-14.89, -15.47, 16.38]","[309.35, 21.68, 1206.7]","[0.05, 0.26, 1.99]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+0.3%）; 成交量萎缩; 价格波动收窄; 业绩加速,1.22,0.57,21.73,0.3,2026-06-14 15:14:02
002490,山东墨龙,C 制造业,深圳主板,True,高质量过渡态,2026-06-12,8.84,9.01,8.57,8.02,14.52,3.9,126.67,-39.12,-2.75,32.34,1005013263.0,116944205.0,127.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': False, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 28.76, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [21.27, 34.37, 28.76], 'vcp_vols': [61909283.25, 91983644.41, 50490554.15], 'vcp_resistance': 10.5}",True,13,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,中报,2026-08-31,"[18.87, 29.88, 128.53]","[-92.94, -91.94, 4.39]","[0.44, 0.28, 0.84]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.89,0.61,29.43,10.19,2026-06-14 15:14:02
